player_id,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
sensabr01,339.0,Brice Sensabaugh,20.0,UTA,SF,32.0,11.0,584.0,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,
vandeja01,340.0,Jarred Vanderbilt,24.0,LAL,PF,29.0,6.0,581.0,11.6,0.578,0.237,0.316,8.3,17.7,13.2,7.7,2.9,0.7,17.7,11.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0.0,
miltosh01,341.0,Shake Milton,27.0,3TM,SG,48.0,0.0,581.0,9.2,0.499,0.328,0.251,2.8,11.5,7.3,14.4,1.6,0.9,12.5,18.7,-0.2,0.8,0.6,0.048,-4.3,0.6,-3.7,-0.3,
miltosh01,341.0,Shake Milton,27.0,MIN,SG,38.0,0.0,491.0,8.3,0.496,0.331,0.275,1.7,9.7,5.9,14.1,1.6,0.9,13.5,18.7,-0.3,0.7,0.4,0.039,-4.8,0.6,-4.2,-0.3,
miltosh01,341.0,Shake Milton,27.0,DET,SG,4.0,0.0,63.0,14.6,0.494,0.346,0.115,12.2,19.8,15.9,14.1,1.5,1.4,9.9,20.5,0.0,0.0,0.1,0.047,0.2,0.1,0.3,0.0,
miltosh01,341.0,Shake Milton,27.0,NYK,SG,6.0,0.0,27.0,13.8,0.557,0.222,0.222,0.0,25.0,12.5,20.9,1.9,0.0,0.0,15.8,0.1,0.0,0.1,0.201,-5.7,2.2,-3.5,0.0,
fournev01,342.0,Evan Fournier,31.0,2TM,SG,32.0,0.0,580.0,8.5,0.464,0.588,0.163,0.9,10.4,5.6,11.6,2.4,1.0,8.1,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3,
fournev01,342.0,Evan Fournier,31.0,NYK,SG,3.0,0.0,39.0,2.2,0.287,0.75,0.1,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1,
fournev01,342.0,Evan Fournier,31.0,DET,SG,29.0,0.0,541.0,8.9,0.482,0.572,0.169,1.0,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0.0,0.002,-4.2,0.3,-3.8,-0.3,
nnajize01,343.0,Zeke Nnaji,23.0,DEN,PF,58.0,0.0,576.0,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7.0,1.3,5.6,13.3,15.4,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2,
jemistr01,344.0,Trey Jemison,24.0,2TM,C,25.0,14.0,573.0,11.8,0.582,0.0,0.184,11.7,13.9,12.8,7.1,1.0,4.6,18.8,13.5,0.3,0.6,0.9,0.073,-4.7,-0.4,-5.1,-0.5,
jemistr01,344.0,Trey Jemison,24.0,WAS,C,2.0,0.0,1.0,-36.1,,,,0.0,100.0,53.5,0.0,0.0,0.0,100.0,42.1,0.0,0.0,0.0,-1.2,-30.3,-3.6,-33.9,0.0,
jemistr01,344.0,Trey Jemison,24.0,MEM,C,23.0,14.0,572.0,11.9,0.582,0.0,0.184,11.8,13.7,12.7,7.1,1.0,4.6,18.3,13.5,0.3,0.6,0.9,0.075,-4.7,-0.4,-5.1,-0.4,
jacksan01,345.0,Andre Jackson Jr.,22.0,MIL,SG,57.0,8.0,572.0,8.5,0.596,0.46,0.11,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,0.081,-3.6,0.0,-3.6,-0.2,
butleja02,346.0,Jared Butler,23.0,WAS,SG,40.0,0.0,566.0,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0,
knoxke01,347.0,Kevin Knox,24.0,DET,SF,31.0,11.0,560.0,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4,
stevela01,348.0,Lamar Stevens,26.0,2TM,PF,38.0,3.0,559.0,14.6,0.516,0.192,0.225,6.9,18.2,12.4,7.9,2.0,3.6,8.3,22.2,0.0,0.8,0.8,0.068,-2.2,-0.1,-2.2,0.0,
stevela01,348.0,Lamar Stevens,26.0,BOS,PF,19.0,1.0,122.0,14.5,0.532,0.178,0.244,11.1,16.1,13.7,8.9,2.4,3.6,15.3,21.0,0.0,0.2,0.2,0.093,-2.9,0.9,-2.0,0.0,
stevela01,348.0,Lamar Stevens,26.0,MEM,PF,19.0,2.0,437.0,14.7,0.512,0.195,0.221,5.8,18.8,12.0,7.7,1.9,3.6,6.6,22.5,0.0,0.6,0.6,0.061,-2.0,-0.3,-2.3,0.0,
holmeri01,349.0,Richaun Holmes,30.0,2TM,C,40.0,10.0,555.0,14.5,0.593,0.02,0.32,13.7,21.8,17.7,6.0,0.9,2.9,12.5,14.7,0.8,0.5,1.3,0.114,-2.4,-0.8,-3.3,-0.2,
holmeri01,349.0,Richaun Holmes,30.0,DAL,C,23.0,2.0,237.0,13.9,0.572,0.0,0.356,15.3,20.7,18.0,8.4,0.6,3.3,15.0,14.5,0.3,0.3,0.6,0.119,-2.4,-0.6,-3.0,-0.1,
holmeri01,349.0,Richaun Holmes,30.0,WAS,PF,17.0,8.0,318.0,14.9,0.608,0.034,0.295,12.5,22.7,17.5,4.3,1.2,2.6,10.8,14.8,0.5,0.2,0.7,0.11,-2.4,-1.0,-3.4,-0.1,
thomptr01,350.0,Tristan Thompson,32.0,CLE,C,49.0,0.0,549.0,13.9,0.563,0.008,0.433,15.1,20.4,17.8,12.7,1.1,2.3,16.9,13.8,0.6,0.8,1.4,0.119,-2.1,0.6,-1.4,0.1,
strawju01,351.0,Julian Strawther,21.0,DEN,SF,50.0,0.0,545.0,8.2,0.482,0.622,0.14,1.0,11.1,6.2,11.3,1.5,1.1,8.9,20.7,-0.4,0.6,0.2,0.015,-4.6,-1.4,-6.0,-0.6,
yurtsom01,352.0,Omer Yurtseven,25.0,UTA,C,48.0,12.0,545.0,15.0,0.565,0.13,0.152,14.7,27.3,21.0,7.7,0.7,2.9,15.9,17.9,0.3,0.4,0.7,0.062,-1.6,-1.5,-3.0,-0.1,
krejcvi01,353.0,Vit Krejci,23.0,ATL,PG,22.0,14.0,541.0,8.4,0.633,0.654,0.058,2.1,8.6,5.2,11.6,1.2,1.0,15.8,9.8,0.5,0.1,0.6,0.056,-3.3,-0.4,-3.7,-0.2,
hylanbo01,354.0,Bones Hyland,23.0,LAC,PG,37.0,5.0,540.0,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,0.003,-2.8,-0.8,-3.6,-0.2,
mcdanja01,355.0,Jalen McDaniels,26.0,TOR,SF,50.0,1.0,538.0,5.0,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1.0,12.8,18.7,-1.1,0.3,-0.8,-0.074,-7.2,-1.8,-9.0,-1.0,
pippesc02,356.0,Scotty Pippen Jr.,23.0,MEM,PG,21.0,16.0,527.0,16.4,0.596,0.355,0.271,4.4,9.7,7.0,30.7,3.3,1.8,19.8,23.0,0.3,0.7,1.0,0.09,-0.1,1.4,1.3,0.4,
vezenal01,357.0,Sasha Vezenkov,28.0,SAC,PF,42.0,0.0,511.0,13.3,0.569,0.628,0.079,6.4,14.8,10.5,5.1,1.9,1.3,5.7,17.5,0.5,0.5,1.0,0.098,-0.2,-0.7,-0.9,0.1,
houseda01,358.0,Danuel House Jr.,30.0,PHI,SF,34.0,4.0,509.0,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,0.066,-3.4,-0.5,-4.0,-0.3,
willima07,359.0,Mark Williams,22.0,CHO,C,19.0,19.0,508.0,22.5,0.675,0.0,0.424,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3,
sprinja01,360.0,Jaden Springer,21.0,2TM,SG,49.0,2.0,507.0,10.7,0.49,0.324,0.284,7.1,9.8,8.4,11.5,3.5,2.7,17.0,17.1,-0.3,0.8,0.6,0.052,-4.9,1.5,-3.4,-0.2,
sprinja01,360.0,Jaden Springer,21.0,PHI,SG,32.0,1.0,377.0,10.6,0.481,0.314,0.288,7.2,9.8,8.5,12.6,3.3,2.7,16.4,18.2,-0.2,0.5,0.3,0.038,-4.5,1.0,-3.4,-0.1,
sprinja01,360.0,Jaden Springer,21.0,BOS,SG,17.0,1.0,130.0,10.9,0.522,0.367,0.267,6.9,9.6,8.3,8.6,4.2,2.7,19.3,13.9,0.0,0.3,0.2,0.092,-6.0,2.8,-3.2,0.0,
baldwpa01,361.0,Patrick Baldwin Jr.,21.0,WAS,SF,38.0,7.0,493.0,9.7,0.502,0.626,0.181,3.6,23.5,13.3,7.6,1.7,2.5,10.2,15.9,-0.3,0.5,0.2,0.019,-4.0,-0.6,-4.6,-0.3,
covinro01,362.0,Robert Covington,33.0,2TM,SF,29.0,6.0,488.0,13.6,0.58,0.571,0.265,6.9,15.2,11.0,6.3,3.9,3.4,9.1,10.7,0.6,0.9,1.5,0.145,-1.1,3.2,2.2,0.5,
covinro01,362.0,Robert Covington,33.0,LAC,PF,3.0,3.0,69.0,10.6,0.455,0.889,0.222,3.4,9.5,6.5,12.1,4.3,2.6,0.0,6.3,0.1,0.1,0.2,0.124,-2.3,4.5,2.3,0.1,
covinro01,362.0,Robert Covington,33.0,PHI,SF,26.0,3.0,419.0,14.1,0.593,0.539,0.27,7.5,16.1,11.7,5.3,3.9,3.5,9.9,11.4,0.5,0.8,1.3,0.149,-0.9,3.0,2.2,0.4,
tuckepj01,363.0,P.J. Tucker,38.0,2TM,PF,31.0,10.0,486.0,5.9,0.507,0.7,0.06,6.7,12.9,9.8,3.9,1.6,1.3,13.5,5.3,0.2,0.5,0.7,0.068,-4.0,0.4,-3.6,-0.2,
tuckepj01,363.0,P.J. Tucker,38.0,PHI,PF,3.0,3.0,66.0,4.7,0.6,1.0,0.0,1.6,22.1,11.7,0.0,2.2,2.8,28.6,4.6,0.0,0.1,0.1,0.053,-5.2,1.2,-4.0,0.0,
tuckepj01,363.0,P.J. Tucker,38.0,LAC,PF,28.0,7.0,420.0,6.1,0.497,0.667,0.067,7.5,11.4,9.5,4.5,1.5,1.1,11.5,5.5,0.3,0.3,0.6,0.07,-3.9,0.3,-3.5,-0.2,
easonta01,364.0,Tari Eason,22.0,HOU,PF,22.0,0.0,480.0,17.1,0.528,0.265,0.175,10.2,24.2,17.1,8.3,3.1,3.6,8.9,19.8,0.3,1.0,1.3,0.125,-0.4,2.0,1.6,0.4,
morrimo01,365.0,Monte Morris,28.0,2TM,PG,33.0,0.0,476.0,13.2,0.508,0.458,0.124,1.7,11.5,6.8,20.0,2.0,1.7,4.2,15.5,0.5,0.7,1.2,0.123,-0.8,1.5,0.7,0.3,
morrimo01,365.0,Monte Morris,28.0,DET,PG,6.0,0.0,68.0,8.5,0.398,0.333,0.061,3.2,16.7,9.8,17.5,0.7,1.3,5.6,22.5,-0.1,0.0,-0.1,-0.065,-4.7,-2.2,-6.9,-0.1,
morrimo01,365.0,Monte Morris,28.0,MIN,PG,27.0,0.0,408.0,13.9,0.537,0.492,0.142,1.5,10.6,6.3,20.4,2.2,1.7,3.8,14.3,0.6,0.7,1.3,0.154,-0.2,2.2,2.0,0.4,
bolbo01,366.0,Bol Bol,24.0,PHO,PF,43.0,0.0,469.0,18.7,0.7,0.344,0.126,8.1,24.1,16.5,5.3,1.0,4.7,10.7,16.5,1.0,0.7,1.6,0.168,1.4,0.8,2.1,0.5,
liveris01,367.0,Isaiah Livers,25.0,DET,PF,23.0,6.0,469.0,5.1,0.46,0.664,0.155,3.5,8.0,5.7,7.0,1.3,0.9,11.4,12.7,-0.3,0.2,-0.1,-0.015,-5.0,-1.5,-6.5,-0.5,
gillan01,368.0,Anthony Gill,31.0,WAS,PF,50.0,3.0,466.0,12.1,0.537,0.256,0.225,8.3,13.4,10.8,10.0,1.3,1.9,11.6,18.0,0.1,0.2,0.4,0.038,-2.6,-1.5,-4.1,-0.3,
watanyu01,369.0,Yuta Watanabe,29.0,2TM,SF,34.0,0.0,464.0,4.7,0.474,0.733,0.147,2.8,10.1,6.5,4.2,1.3,1.3,13.3,13.3,-0.5,0.4,-0.1,-0.009,-5.3,-1.1,-6.4,-0.5,
watanyu01,369.0,Yuta Watanabe,29.0,PHO,SF,29.0,0.0,382.0,5.4,0.502,0.773,0.155,3.4,9.6,6.7,3.3,1.2,1.6,13.4,13.6,-0.3,0.3,0.0,0.004,-4.6,-1.4,-6.0,-0.4,
watanyu01,369.0,Yuta Watanabe,29.0,MEM,SF,5.0,0.0,82.0,1.5,0.327,0.526,0.105,0.0,12.5,6.0,8.4,1.8,0.0,13.1,12.0,-0.2,0.1,-0.1,-0.074,-8.5,0.0,-8.6,-0.1,
littlna01,370.0,Nassir Little,23.0,PHO,SF,45.0,2.0,458.0,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,
mamuksa01,371.0,Sandro Mamukelashvili,24.0,SAS,C,46.0,5.0,451.0,15.8,0.559,0.413,0.219,10.7,24.7,17.6,15.4,0.7,2.2,10.1,17.7,0.6,0.4,1.0,0.11,-0.1,-0.4,-0.5,0.2,
lenal01,372.0,Alex Len,30.0,SAC,C,48.0,0.0,444.0,14.7,0.625,0.037,0.42,11.3,21.2,16.1,14.4,1.2,6.8,22.0,11.8,0.6,0.7,1.3,0.138,-2.7,2.9,0.2,0.2,
bryanth01,373.0,Thomas Bryant,26.0,MIA,C,38.0,4.0,441.0,19.0,0.639,0.148,0.315,10.2,26.2,18.1,8.3,1.1,3.5,11.0,19.3,0.9,0.8,1.6,0.177,-0.6,0.2,-0.4,0.2,
youngth01,374.0,Thaddeus Young,35.0,2TM,PF,33.0,6.0,439.0,15.9,0.598,0.065,0.139,11.7,14.5,13.0,17.9,2.5,1.0,11.6,12.6,0.9,0.4,1.3,0.138,-0.5,0.8,0.3,0.2,
youngth01,374.0,Thaddeus Young,35.0,TOR,PF,23.0,6.0,350.0,16.0,0.618,0.069,0.138,8.9,14.8,11.8,19.8,2.5,0.8,10.7,12.6,0.7,0.3,1.0,0.138,-0.2,0.9,0.6,0.2,
youngth01,374.0,Thaddeus Young,35.0,PHO,PF,10.0,0.0,89.0,15.1,0.515,0.048,0.143,22.8,13.3,17.8,10.4,2.7,2.0,15.2,12.8,0.1,0.1,0.3,0.137,-1.5,0.6,-0.9,0.0,
mayssk01,375.0,Skylar Mays,26.0,2TM,PG,38.0,5.0,433.0,12.0,0.466,0.34,0.107,2.5,8.9,5.6,29.1,2.4,0.8,10.7,18.4,0.1,0.3,0.4,0.044,-2.1,0.1,-2.0,0.0,
mayssk01,375.0,Skylar Mays,26.0,POR,PG,21.0,5.0,356.0,11.9,0.457,0.355,0.123,2.7,9.4,5.8,31.8,1.9,0.8,11.0,19.5,0.0,0.2,0.3,0.034,-1.8,-0.5,-2.3,0.0,
mayssk01,375.0,Skylar Mays,26.0,LAL,SG,17.0,0.0,77.0,12.3,0.524,0.238,0.0,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,0.0,0.1,0.1,0.092,-3.5,2.9,-0.6,0.0,
okekech01,376.0,Chuma Okeke,25.0,ORL,SF,47.0,8.0,432.0,6.9,0.465,0.732,0.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,
barlodo01,377.0,Dominick Barlow,20.0,SAS,PF,33.0,1.0,420.0,14.6,0.548,0.08,0.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,0.126,-1.7,0.0,-1.7,0.0,
bullore01,378.0,Reggie Bullock,32.0,HOU,SF,44.0,0.0,417.0,7.7,0.582,0.817,0.012,1.5,17.4,9.4,4.6,1.4,1.1,10.8,9.4,0.1,0.5,0.6,0.072,-2.9,0.5,-2.4,0.0,
millspa02,379.0,Patty Mills,35.0,2TM,PG,32.0,5.0,415.0,7.2,0.467,0.664,0.084,2.3,7.1,4.7,11.1,2.4,0.2,10.5,15.9,-0.3,0.4,0.1,0.009,-5.0,0.4,-4.6,-0.3,
millspa02,379.0,Patty Mills,35.0,ATL,PG,19.0,0.0,202.0,6.6,0.5,0.667,0.0,2.6,8.4,5.4,8.7,2.1,0.4,13.6,12.2,-0.1,0.1,0.0,0.008,-4.1,0.4,-3.8,-0.1,
millspa02,379.0,Patty Mills,35.0,MIA,PG,13.0,5.0,213.0,7.9,0.448,0.663,0.138,2.1,5.9,4.0,13.4,2.6,0.0,8.6,19.4,-0.2,0.3,0.0,0.009,-5.8,0.5,-5.3,-0.2,
forretr01,380.0,Trent Forrest,25.0,ATL,SG,38.0,0.0,414.0,8.9,0.426,0.111,0.189,2.8,10.9,6.7,27.6,1.3,0.7,17.0,11.8,0.1,0.1,0.2,0.027,-3.8,-0.7,-4.4,-0.3,
mykhasv01,381.0,Svi Mykhailiuk,26.0,BOS,SF,41.0,2.0,413.0,11.7,0.575,0.788,0.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,0.106,-0.9,-0.9,-1.8,0.0,
matthwe02,382.0,Wesley Matthews,37.0,ATL,SG,36.0,3.0,413.0,8.2,0.511,0.711,0.247,2.3,12.1,7.0,6.9,1.9,2.4,6.9,11.7,0.2,0.3,0.4,0.049,-3.1,0.3,-2.8,-0.1,
pokusal01,383.0,Aleksej Pokusevski,22.0,2TM,PF,28.0,0.0,405.0,12.7,0.525,0.455,0.339,4.6,20.4,12.3,12.0,1.8,3.0,12.0,17.2,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,
pokusal01,383.0,Aleksej Pokusevski,22.0,OKC,PF,10.0,0.0,60.0,2.5,0.338,0.688,0.25,3.9,14.3,9.3,9.7,0.8,1.5,14.5,15.0,-0.1,0.1,-0.1,-0.063,-7.7,-2.2,-9.9,-0.1,
pokusal01,383.0,Aleksej Pokusevski,22.0,CHO,PF,18.0,0.0,345.0,14.5,0.552,0.419,0.352,4.7,21.5,12.9,12.4,2.0,3.2,11.7,17.6,0.2,0.3,0.5,0.07,-0.8,0.3,-0.5,0.1,
samanlu01,384.0,Luka Šamanić,24.0,UTA,PF,43.0,7.0,404.0,8.9,0.485,0.405,0.354,6.0,21.6,13.9,6.5,0.6,1.5,13.3,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,
freemja01,385.0,Javon Freeman-Liberty,24.0,TOR,PG,22.0,6.0,403.0,10.7,0.547,0.339,0.29,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3,
rosede01,386.0,Derrick Rose,35.0,MEM,PG,24.0,7.0,399.0,13.1,0.54,0.248,0.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,
jordade01,387.0,DeAndre Jordan,35.0,DEN,C,36.0,2.0,396.0,16.0,0.61,0.0,0.57,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,0.147,-1.7,-0.1,-1.7,0.0,
brownko01,388.0,Kobe Brown,24.0,LAC,PF,44.0,0.0,394.0,7.6,0.49,0.533,0.022,5.9,11.6,8.9,8.1,1.5,1.4,9.0,11.1,0.1,0.3,0.5,0.055,-4.0,0.2,-3.8,-0.2,
quinole01,389.0,Lester Quiñones,23.0,GSW,SG,37.0,0.0,394.0,10.3,0.533,0.624,0.206,5.8,13.8,9.9,12.0,0.7,0.5,10.0,18.3,0.3,0.3,0.6,0.068,-2.0,-1.3,-3.3,-0.1,
omorueu01,390.0,Eugene Omoruyi,26.0,WAS,SF,43.0,0.0,393.0,16.0,0.549,0.275,0.293,9.3,13.9,11.6,13.0,3.2,1.0,10.0,22.5,0.2,0.4,0.6,0.074,-1.9,-0.4,-2.3,0.0,
ryanma01,391.0,Matt Ryan,26.0,NOP,SF,28.0,1.0,390.0,9.0,0.638,0.805,0.124,1.7,9.6,5.7,6.1,0.8,0.3,13.8,15.4,0.2,0.3,0.5,0.065,-1.4,-1.3,-2.7,-0.1,
minayju01,392.0,Justin Minaya,24.0,POR,SF,34.0,1.0,381.0,5.8,0.391,0.662,0.122,8.3,8.1,8.2,7.3,1.2,2.4,10.3,9.7,-0.1,0.2,0.1,0.009,-5.1,-0.5,-5.6,-0.3,
juzanjo01,393.0,Johnny Juzang,22.0,UTA,SG,20.0,5.0,372.0,9.6,0.62,0.7,0.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,0.047,-1.5,-2.2,-3.7,-0.2,
clownno01,394.0,Noah Clowney,19.0,BRK,PF,23.0,4.0,370.0,14.2,0.626,0.355,0.323,7.5,16.7,12.0,6.9,1.1,3.9,12.4,14.2,0.5,0.4,0.9,0.111,-0.8,0.1,-0.7,0.1,
evbuoto01,395.0,Tosan Evbuomwan,22.0,2TM,SF,17.0,8.0,367.0,9.9,0.616,0.451,0.352,5.3,13.0,9.1,5.9,0.8,1.2,9.9,10.6,0.4,0.2,0.5,0.071,-2.4,-0.7,-3.0,-0.1,
evbuoto01,395.0,Tosan Evbuomwan,22.0,MEM,SF,4.0,0.0,74.0,5.7,0.333,0.533,0.0,11.4,9.2,10.3,10.9,0.0,1.3,6.3,9.3,0.0,0.0,0.0,0.016,-4.2,-2.2,-6.4,-0.1,
evbuoto01,395.0,Tosan Evbuomwan,22.0,DET,SF,13.0,8.0,293.0,10.9,0.679,0.429,0.446,3.7,13.9,8.8,4.6,1.0,1.2,10.7,10.9,0.4,0.1,0.5,0.085,-1.9,-0.3,-2.2,0.0,
diengou01,396.0,Ousmane Dieng,20.0,OKC,PF,33.0,0.0,365.0,10.1,0.54,0.603,0.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,0.055,-2.3,-0.7,-3.0,-0.1,
portejo01,397.0,Jontay Porter,24.0,TOR,PF,26.0,5.0,360.0,14.9,0.514,0.577,0.173,7.8,17.5,12.5,21.8,2.7,4.9,15.8,15.8,0.2,0.4,0.7,0.089,-0.3,1.9,1.7,0.3,
simmobe01,398.0,Ben Simmons,27.0,BRK,PG,15.0,12.0,359.0,16.3,0.571,0.0,0.203,9.2,27.6,18.1,33.2,1.7,2.3,25.1,13.0,0.5,0.5,1.0,0.133,-0.5,2.9,2.4,0.4,
bostobr01,399.0,Brandon Boston Jr.,22.0,LAC,SF,32.0,0.0,345.0,8.7,0.476,0.323,0.205,6.4,10.4,8.5,5.4,1.6,2.1,12.0,25.4,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9.0,-0.6,
walkeja02,400.0,Jarace Walker,20.0,IND,PF,33.0,0.0,340.0,11.8,0.527,0.5,0.082,4.0,17.0,10.5,13.9,2.1,2.6,13.0,16.1,0.1,0.3,0.4,0.058,-0.5,0.7,0.2,0.2,
mcgeeja01,401.0,JaVale McGee,36.0,SAC,C,46.0,0.0,339.0,19.0,0.609,0.053,0.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,0.101,-1.9,0.6,-1.3,0.1,
prospol01,402.0,Olivier-Maxence Prosper,21.0,DAL,PF,40.0,1.0,336.0,11.6,0.496,0.433,0.394,8.2,17.5,12.8,8.4,1.0,1.0,6.2,16.6,0.2,0.3,0.5,0.076,-1.7,-1.3,-2.9,-0.1,
robinje02,403.0,Jeremiah Robinson-Earl,23.0,NOP,PF,39.0,1.0,334.0,11.8,0.564,0.411,0.168,7.8,17.5,12.7,8.4,1.5,1.2,13.6,15.4,0.2,0.4,0.6,0.086,-1.9,-0.3,-2.2,0.0,
quetane01,404.0,Neemias Queta,24.0,BOS,C,28.0,0.0,333.0,22.9,0.662,0.0,0.269,17.9,21.5,19.8,8.5,1.9,5.5,10.1,16.9,1.1,0.7,1.8,0.259,0.4,1.1,1.5,0.3,
phillju01,405.0,Julian Phillips,20.0,CHI,SF,40.0,0.0,323.0,7.0,0.521,0.494,0.247,4.1,8.5,6.2,5.3,1.1,2.2,10.5,13.0,0.0,0.2,0.2,0.031,-4.7,-0.6,-5.3,-0.3,
zelleco01,406.0,Cody Zeller,31.0,NOP,C,43.0,0.0,320.0,12.8,0.483,0.048,0.613,16.9,22.0,19.5,15.2,1.4,1.5,16.9,12.9,0.4,0.4,0.8,0.124,-2.9,0.3,-2.6,0.0,
